,#EventID,Time,Latitude,Longitude,Depth/km,Author,Catalog,Contributor,ContributorID,MagType,Magnitude,MagAuthor,EventLocationName,EventType
0,gfz2025upgl,2025-10-20T23:00:55.01,44.996,14.954,10.0,,,GFZ,gfz2025upgl,M,3.1,,Adriatic Sea,
1,gfz2025upfw,2025-10-20T22:43:15.43,53.012,159.748,52.6,,,GFZ,gfz2025upfw,mb,5.03,,Near East Coast of Kamchatka,
2,gfz2025upfm,2025-10-20T22:31:56.23,-6.891,125.707,510.3,,,GFZ,gfz2025upfm,mb,4.45,,Banda Sea,
3,gfz2025upfl,2025-10-20T22:30:33.28,46.549,152.939,10.0,,,GFZ,gfz2025upfl,mb,5.07,,Kuril Islands,
4,gfz2025uoyy,2025-10-20T19:13:46.18,18.519,-70.506,10.0,,,GFZ,gfz2025uoyy,mb,5.03,,Dominican Republic Region,
5,gfz2025uoyq,2025-10-20T19:04:06.58,35.427,135.464,359.9,,,GFZ,gfz2025uoyq,Mw,5.09,,"Western Honshu, Japan",
6,gfz2025uoye,2025-10-20T18:50:30.7,-2.138,138.867,28.5,,,GFZ,gfz2025uoye,mb,4.92,,"West Papua, Indonesia",
7,gfz2025uoya,2025-10-20T18:45:29.72,51.471,-177.138,52.8,,,GFZ,gfz2025uoya,mb,5.02,,"Andreanof Islands, Aleutian Islands",
8,gfz2025uoxa,2025-10-20T18:14:24.18,29.809,51.682,10.0,,,GFZ,gfz2025uoxa,mb,4.45,,Southern Iran,
9,gfz2025uotz,2025-10-20T16:42:30.62,51.462,16.03,1.0,,,GFZ,gfz2025uotz,MLv,3.03,,Poland,quarry blast
10,gfz2025uotl,2025-10-20T16:26:41.5,13.918,39.791,10.0,,,GFZ,gfz2025uotl,mb,4.8,,Ethiopia,
11,gfz2025uotd,2025-10-20T16:16:48.77,-7.186,122.427,535.9,,,GFZ,gfz2025uotd,mb,4.93,,Flores Sea,
12,gfz2025uokn,2025-10-20T11:55:46.74,36.632,54.99,10.0,,,GFZ,gfz2025uokn,mb,4.46,,Northern and Central Iran,
13,gfz2025uojw,2025-10-20T11:35:51.09,7.021,127.231,10.7,,,GFZ,gfz2025uojw,Mw,5.81,,Philippine Islands Region,
14,gfz2025uoff,2025-10-20T09:14:55.41,-52.182,-61.484,10.0,,,GFZ,gfz2025uoff,mb,4.76,,Falkland Islands Region,
15,gfz2025unyq,2025-10-20T05:56:01.83,-9.369,119.971,10.0,,,GFZ,gfz2025unyq,Mw,4.78,,"Sumba Region, Indonesia",
16,gfz2025unye,2025-10-20T05:42:02.84,30.203,70.021,10.0,,,GFZ,gfz2025unye,mb,4.86,,Pakistan,
17,gfz2025unvl,2025-10-20T04:18:36.75,53.388,161.489,10.0,,,GFZ,gfz2025unvl,mb,5.12,,Off East Coast of Kamchatka,
18,gfz2025unsh,2025-10-20T02:43:21.2,18.038,119.768,10.0,,,GFZ,gfz2025unsh,mb,4.98,,Philippine Islands Region,
19,gfz2025unqd,2025-10-20T01:38:23.6,1.832,127.293,52.5,,,GFZ,gfz2025unqd,mb,4.85,,"Halmahera, Indonesia",
20,gfz2025unoi,2025-10-20T00:43:01.89,-5.69,-11.455,10.0,,,GFZ,gfz2025unoi,Mw,4.82,,Ascension Island Region,
21,gfz2025unmi,2025-10-19T23:42:46.43,12.747,143.218,121.9,,,GFZ,gfz2025unmi,mb,4.81,,South of Mariana Islands,
22,gfz2025unmc,2025-10-19T23:35:58.91,-3.053,129.402,30.3,,,GFZ,gfz2025unmc,mb,4.94,,"Seram, Indonesia",
23,gfz2025unkx,2025-10-19T22:59:32.24,40.446,19.856,10.0,,,GFZ,gfz2025unkx,Mw,3.87,,Albania,
24,gfz2025unkk,2025-10-19T22:44:49.68,-7.528,130.729,10.0,,,GFZ,gfz2025unkk,Mw,4.55,,"Tanimbar Islands Region, Indonesia",
25,gfz2025uniw,2025-10-19T21:57:46.15,36.852,72.857,63.9,,,GFZ,gfz2025uniw,mb,4.61,,Afghanistan-Tajikistan Border Region,
26,gfz2025unev,2025-10-19T19:55:31.5,51.634,159.2,10.0,,,GFZ,gfz2025unev,mb,5.13,,Off East Coast of Kamchatka,
27,gfz2025uncr,2025-10-19T18:50:04.75,-17.919,-174.935,212.8,,,GFZ,gfz2025uncr,mb,4.6,,Tonga Islands,
28,gfz2025unby,2025-10-19T18:27:55.85,51.467,159.418,16.2,,,GFZ,gfz2025unby,mb,4.91,,Off East Coast of Kamchatka,
29,gfz2025umzn,2025-10-19T17:14:21.4,-10.465,161.47,93.3,,,GFZ,gfz2025umzn,Mw,5.36,,Solomon Islands,
30,gfz2025umwj,2025-10-19T15:37:21.89,1.313,125.827,67.9,,,GFZ,gfz2025umwj,mb,5.01,,Northern Molucca Sea,
31,gfz2025umvg,2025-10-19T15:05:29.92,8.882,126.515,74.2,,,GFZ,gfz2025umvg,mb,4.52,,"Mindanao, Philippines",
32,gfz2025umtc,2025-10-19T13:59:40.87,36.79,72.802,55.3,,,GFZ,gfz2025umtc,mb,5.12,,Afghanistan-Tajikistan Border Region,
33,gfz2025umlf,2025-10-19T10:00:20.62,-7.817,123.319,10.0,,,GFZ,gfz2025umlf,mb,4.99,,Banda Sea,
34,gfz2025umlb,2025-10-19T09:55:46.75,-7.035,155.619,61.5,,,GFZ,gfz2025umlb,mb,4.99,,Solomon Islands,
35,gfz2025umge,2025-10-19T07:28:19.08,6.468,126.812,194.6,,,GFZ,gfz2025umge,mb,5.0,,"Mindanao, Philippines",
36,gfz2025umga,2025-10-19T07:23:46.11,52.461,160.698,16.5,,,GFZ,gfz2025umga,Mw,5.09,,Off East Coast of Kamchatka,
37,gfz2025umfa,2025-10-19T06:53:19.36,-8.383,109.039,52.3,,,GFZ,gfz2025umfa,mb,4.85,,"Java, Indonesia",
38,gfz2025ulxc,2025-10-19T02:52:37.09,-2.229,138.54,10.0,,,GFZ,gfz2025ulxc,mb,4.95,,"West Papua, Indonesia",
39,gfz2025ulun,2025-10-19T01:34:56.43,6.949,127.115,47.8,,,GFZ,gfz2025ulun,mb,5.1,,Philippine Islands Region,
40,gfz2025ultr,2025-10-19T01:09:21.55,-17.925,-178.314,503.3,,,GFZ,gfz2025ultr,mb,4.64,,Fiji Islands Region,
41,gfz2025ulfl,2025-10-18T17:57:12.76,53.35,161.533,10.0,,,GFZ,gfz2025ulfl,mb,5.49,,Off East Coast of Kamchatka,
42,gfz2025ulbl,2025-10-18T15:57:02.78,-8.041,114.815,198.1,,,GFZ,gfz2025ulbl,mb,4.37,,"Bali Region, Indonesia",
43,gfz2025ulaa,2025-10-18T15:13:15.72,53.481,161.461,10.0,,,GFZ,gfz2025ulaa,mb,4.76,,Off East Coast of Kamchatka,
44,gfz2025ukzp,2025-10-18T14:59:59.37,51.504,16.082,10.0,,,GFZ,gfz2025ukzp,mb,4.35,,Poland,
45,gfz2025ukur,2025-10-18T12:31:33.98,8.853,126.404,68.1,,,GFZ,gfz2025ukur,Mw,5.41,,"Mindanao, Philippines",
46,gfz2025ukri,2025-10-18T10:50:17.66,18.704,120.636,10.0,,,GFZ,gfz2025ukri,mb,4.94,,"Luzon, Philippines",
47,gfz2025ukqc,2025-10-18T10:12:07.27,-1.179,127.26,10.0,,,GFZ,gfz2025ukqc,mb,4.63,,"Halmahera, Indonesia",
48,gfz2025ujzz,2025-10-18T02:04:13.53,24.28,122.106,30.0,,,GFZ,gfz2025ujzz,Mw,4.84,,Taiwan Region,
49,gfz2025ujox,2025-10-17T20:28:15.18,29.84,139.063,416.2,,,GFZ,gfz2025ujox,mb,5.16,,"Southeast of Honshu, Japan",
50,gfz2025ujfr,2025-10-17T15:48:48.31,53.735,-165.86,67.9,,,GFZ,gfz2025ujfr,Mw,5.05,,"Fox Islands, Aleutian Islands",
51,gfz2025uiyq,2025-10-17T12:15:05.62,36.634,72.763,20.0,,,GFZ,gfz2025uiyq,Mw,5.49,,Afghanistan-Tajikistan Border Region,
52,gfz2025uiyp,2025-10-17T12:14:17.03,-41.167,-91.039,116.6,,,GFZ,gfz2025uiyp,mb,4.57,,Southeast of Easter Island,
53,gfz2025uirv,2025-10-17T08:49:13.6,50.098,157.166,45.4,,,GFZ,gfz2025uirv,mb,5.18,,Kuril Islands,
54,gfz2025uirh,2025-10-17T08:31:48.87,18.643,120.608,10.0,,,GFZ,gfz2025uirh,mb,4.97,,"Luzon, Philippines",
55,gfz2025uiqr,2025-10-17T08:14:10.05,18.681,120.618,10.0,,,GFZ,gfz2025uiqr,mb,5.15,,"Luzon, Philippines",
56,gfz2025uils,2025-10-17T05:43:06.51,13.824,39.825,10.0,,,GFZ,gfz2025uils,mb,4.7,,Ethiopia,
57,gfz2025uijs,2025-10-17T04:43:12.15,-6.84,130.392,104.0,,,GFZ,gfz2025uijs,mb,4.77,,Banda Sea,
58,gfz2025uiit,2025-10-17T04:13:03.29,-2.241,138.918,10.0,,,GFZ,gfz2025uiit,Mw,5.12,,"West Papua, Indonesia",
59,gfz2025uiie,2025-10-17T03:55:48.01,35.483,23.121,60.2,,,GFZ,gfz2025uiie,mb,4.48,,"Crete, Greece",
60,gfz2025uihp,2025-10-17T03:38:14.88,-24.283,179.948,516.5,,,GFZ,gfz2025uihp,mb,4.57,,South of Fiji Islands,
61,gfz2025uidf,2025-10-17T01:25:56.74,53.192,159.795,51.7,,,GFZ,gfz2025uidf,mb,5.59,,Near East Coast of Kamchatka,
62,gfz2025uicw,2025-10-17T01:15:11.35,-30.75,-71.501,41.3,,,GFZ,gfz2025uicw,mb,4.55,,Near Coast of Central Chile,
63,gfz2025uicx,2025-10-17T01:14:36.5,16.999,-85.175,10.0,,,GFZ,gfz2025uicx,mb,4.75,,North of Honduras,
64,gfz2025uiai,2025-10-16T23:57:43.59,9.667,126.282,91.1,,,GFZ,gfz2025uiai,mb,4.8,,"Mindanao, Philippines",
65,gfz2025uiae,2025-10-16T23:53:38.57,34.419,70.85,10.0,,,GFZ,gfz2025uiae,mb,4.61,,Southeastern Afghanistan,
66,gfz2025uhyq,2025-10-16T23:07:17.7,-23.337,178.909,556.3,,,GFZ,gfz2025uhyq,mb,5.12,,South of Fiji Islands,
67,gfz2025uhyn,2025-10-16T23:03:12.32,9.738,126.051,32.7,,,GFZ,gfz2025uhyn,Mw,6.0,,"Mindanao, Philippines",
68,gfz2025uhwv,2025-10-16T22:10:23.63,13.43,92.438,10.0,,,GFZ,gfz2025uhwv,mb,4.99,,"Andaman Islands, India Region",
69,gfz2025uhsj,2025-10-16T19:56:35.57,50.131,157.135,34.4,,,GFZ,gfz2025uhsj,mb,5.04,,Kuril Islands,
70,gfz2025uhqx,2025-10-16T19:12:30.38,-5.951,128.391,343.8,,,GFZ,gfz2025uhqx,mb,4.25,,Banda Sea,
71,gfz2025uhqp,2025-10-16T19:02:59.91,50.133,19.33,1.0,,,GFZ,gfz2025uhqp,ML,2.91,,Poland,
72,gfz2025uhqc,2025-10-16T18:48:35.74,-20.578,-69.157,73.5,,,GFZ,gfz2025uhqc,MLv,4.04,,Northern Chile,
73,gfz2025uhpy,2025-10-16T18:43:39.66,-17.977,-178.262,565.2,,,GFZ,gfz2025uhpy,mb,4.64,,Fiji Islands Region,
74,gfz2025uhpc,2025-10-16T18:18:26.6,51.882,158.793,54.0,,,GFZ,gfz2025uhpc,mb,4.87,,Near East Coast of Kamchatka,
75,gfz2025uhmq,2025-10-16T17:02:58.77,-2.258,139.009,10.0,,,GFZ,gfz2025uhmq,Mw,4.99,,Near North Coast of West Papua,
76,gfz2025uhlw,2025-10-16T16:39:38.88,58.473,-156.34,150.0,,,GFZ,gfz2025uhlw,mb,4.69,,Alaska Peninsula,
77,gfz2025uhkp,2025-10-16T16:01:43.24,-2.232,139.043,10.0,,,GFZ,gfz2025uhkp,Mw,4.88,,Near North Coast of West Papua,
78,gfz2025uhhq,2025-10-16T14:31:05.35,-2.1,138.776,10.0,,,GFZ,gfz2025uhhq,mb,4.95,,"West Papua, Indonesia",
79,gfz2025ugyq,2025-10-16T09:59:29.29,-33.985,-178.641,44.0,,,GFZ,gfz2025ugyq,Mw,5.07,,South of Kermadec Islands,
80,gfz2025ugxs,2025-10-16T09:31:04.72,5.457,126.215,85.7,,,GFZ,gfz2025ugxs,mb,4.74,,"Mindanao, Philippines",
81,gfz2025uguo,2025-10-16T07:54:41.34,-54.54,-26.375,10.0,,,GFZ,gfz2025uguo,mb,4.73,,South Sandwich Islands Region,
82,gfz2025ugsr,2025-10-16T06:57:54.26,24.843,95.483,183.4,,,GFZ,gfz2025ugsr,mb,4.7,,Myanmar,earthquake
83,gfz2025ugqk,2025-10-16T05:48:54.3,-2.201,138.855,23.8,,,GFZ,gfz2025ugqk,Mw,6.47,,"West Papua, Indonesia",
84,gfz2025ugor,2025-10-16T04:56:13.19,-44.287,-81.672,10.0,,,GFZ,gfz2025ugor,mb,4.83,,West Chile Rise,earthquake
85,gfz2025ugoo,2025-10-16T04:53:47.45,50.239,18.757,1.0,,,GFZ,gfz2025ugoo,ML,2.32,,Poland,induced or triggered event
86,gfz2025ugol,2025-10-16T04:49:56.71,-60.209,-61.98,10.0,,,GFZ,gfz2025ugol,mb,5.1,,Drake Passage,
87,gfz2025ugnm,2025-10-16T04:20:46.88,34.875,26.272,10.0,,,GFZ,gfz2025ugnm,mb,4.38,,"Crete, Greece",earthquake
88,gfz2025ugne,2025-10-16T04:11:16.28,6.703,-73.033,154.9,,,GFZ,gfz2025ugne,mb,4.6,,Northern Colombia,
89,gfz2025ugly,2025-10-16T03:34:12.71,51.607,158.663,30.0,,,GFZ,gfz2025ugly,mb,4.87,,Near East Coast of Kamchatka,
90,gfz2025ugki,2025-10-16T02:45:37.27,-58.673,-62.219,10.0,,,GFZ,gfz2025ugki,mb,5.21,,Drake Passage,
91,gfz2025ugil,2025-10-16T01:48:00.79,-2.285,139.409,10.0,,,GFZ,gfz2025ugil,mb,4.87,,Near North Coast of West Papua,
92,gfz2025ugig,2025-10-16T01:42:35.3,-59.915,-61.711,20.0,,,GFZ,gfz2025ugig,Mw,6.26,,Drake Passage,
93,gfz2025uggi,2025-10-16T00:43:24.2,-7.039,125.141,539.9,,,GFZ,gfz2025uggi,mb,4.16,,Banda Sea,
94,gfz2025ugdz,2025-10-15T23:32:49.88,5.256,125.428,60.4,,,GFZ,gfz2025ugdz,mb,4.84,,"Mindanao, Philippines",
95,gfz2025ugbi,2025-10-15T22:12:10.03,-28.928,-71.282,29.3,,,GFZ,gfz2025ugbi,ML,4.37,,Near Coast of Central Chile,
96,gfz2025ufvu,2025-10-15T19:24:32.77,55.849,161.994,49.9,,,GFZ,gfz2025ufvu,mb,4.67,,Near East Coast of Kamchatka,
97,gfz2025ufti,2025-10-15T18:09:24.45,15.506,119.984,64.6,,,GFZ,gfz2025ufti,mb,4.59,,"Luzon, Philippines",
98,gfz2025ufkj,2025-10-15T13:37:41.75,-26.999,-69.889,47.6,,,GFZ,gfz2025ufkj,mb,4.63,,Northern Chile,
99,gfz2025ufji,2025-10-15T13:07:02.29,-33.916,-178.722,10.0,,,GFZ,gfz2025ufji,Mw,5.47,,South of Kermadec Islands,
100,gfz2025ufgp,2025-10-15T11:43:40.13,-30.735,-71.337,40.3,,,GFZ,gfz2025ufgp,Mw,5.54,,Near Coast of Central Chile,
101,gfz2025ufdx,2025-10-15T10:22:09.61,7.263,141.527,10.0,,,GFZ,gfz2025ufdx,Mw,5.31,,"Western Caroline Islands, Micronesia",
102,gfz2025ufdk,2025-10-15T10:07:03.73,36.929,70.647,266.6,,,GFZ,gfz2025ufdk,mb,4.15,,"Hindu Kush Region, Afghanistan",
103,gfz2025ufaw,2025-10-15T08:50:24.51,38.814,140.845,70.1,,,GFZ,gfz2025ufaw,mb,4.55,,"Eastern Honshu, Japan",
104,gfz2025ueys,2025-10-15T07:45:00.03,7.155,127.025,53.4,,,GFZ,gfz2025ueys,mb,4.91,,Philippine Islands Region,
105,gfz2025uewz,2025-10-15T06:51:54.66,-34.109,-178.712,10.0,,,GFZ,gfz2025uewz,mb,4.85,,South of Kermadec Islands,
106,gfz2025ueve,2025-10-15T05:57:09.46,51.809,159.206,33.4,,,GFZ,gfz2025ueve,Mw,5.13,,Off East Coast of Kamchatka,
107,gfz2025uete,2025-10-15T04:57:19.41,47.822,22.981,10.0,,,GFZ,gfz2025uete,ML,3.73,,Romania,
108,gfz2025uekj,2025-10-15T00:30:02.45,-6.625,130.137,125.6,,,GFZ,gfz2025uekj,mb,4.54,,Banda Sea,
109,gfz2025ueij,2025-10-14T23:29:10.75,30.411,138.274,441.6,,,GFZ,gfz2025ueij,mb,4.6,,"Southeast of Honshu, Japan",
110,gfz2025uefj,2025-10-14T21:58:01.91,-6.143,146.53,66.8,,,GFZ,gfz2025uefj,mb,4.45,,Papua New Guinea Region,
111,gfz2025uedb,2025-10-14T20:48:16.59,-12.013,166.53,120.4,,,GFZ,gfz2025uedb,mb,4.79,,Santa Cruz Islands,
112,gfz2025uecf,2025-10-14T20:22:41.19,13.9,39.841,10.0,,,GFZ,gfz2025uecf,mb,4.64,,Ethiopia,
113,gfz2025ueao,2025-10-14T19:32:41.27,-3.701,154.009,444.7,,,GFZ,gfz2025ueao,mb,5.22,,North of Solomon Islands,
114,gfz2025ueaj,2025-10-14T19:26:23.55,7.42,126.934,79.2,,,GFZ,gfz2025ueaj,mb,5.12,,"Mindanao, Philippines",
115,gfz2025ueag,2025-10-14T19:23:30.38,29.511,81.493,10.0,,,GFZ,gfz2025ueag,mb,4.7,,Nepal,
116,gfz2025udyb,2025-10-14T18:17:18.58,7.359,126.941,70.3,,,GFZ,gfz2025udyb,mb,4.85,,"Mindanao, Philippines",
117,gfz2025udwq,2025-10-14T17:33:37.9,39.235,28.095,10.0,,,GFZ,gfz2025udwq,mb,4.06,,Türkiye,
118,gfz2025udwi,2025-10-14T17:23:56.71,7.502,127.277,10.0,,,GFZ,gfz2025udwi,mb,5.04,,Philippine Islands Region,
119,gfz2025udvw,2025-10-14T17:10:17.63,-20.225,-69.034,96.8,,,GFZ,gfz2025udvw,Mw,5.24,,Northern Chile,
120,gfz2025udsz,2025-10-14T15:42:56.71,-12.699,166.609,129.9,,,GFZ,gfz2025udsz,mb,4.73,,Santa Cruz Islands,
121,gfz2025udsd,2025-10-14T15:17:29.63,-6.336,130.781,103.6,,,GFZ,gfz2025udsd,mb,4.4,,Banda Sea,
122,gfz2025udnu,2025-10-14T13:05:48.35,43.802,147.702,84.0,,,GFZ,gfz2025udnu,mb,4.63,,Kuril Islands,
123,gfz2025udlk,2025-10-14T11:53:24.79,50.932,13.443,0.0,,,GFZ,gfz2025udlk,ML,2.24,,Czech and Slovak Republics,quarry blast
124,gfz2025udfp,2025-10-14T08:57:24.78,-4.757,153.054,73.1,,,GFZ,gfz2025udfp,mb,4.75,,"New Ireland Region, Papua New Guinea",
125,gfz2025ucxg,2025-10-14T04:43:33.95,-21.891,-68.395,100.6,,,GFZ,gfz2025ucxg,Mw,4.72,,Chile-Bolivia Border Region,
126,gfz2025ucwq,2025-10-14T04:24:36.39,-22.016,-114.41,10.0,,,GFZ,gfz2025ucwq,mb,5.09,,Easter Island Region,
127,gfz2025ucvk,2025-10-14T03:47:45.86,53.587,160.371,59.2,,,GFZ,gfz2025ucvk,mb,5.05,,Near East Coast of Kamchatka,
128,gfz2025ucuy,2025-10-14T03:34:24.24,39.665,139.42,10.0,,,GFZ,gfz2025ucuy,mb,4.8,,"Near West Coast of Honshu, Japan",
129,gfz2025ucui,2025-10-14T03:15:29.19,41.922,81.355,10.0,,,GFZ,gfz2025ucui,mb,4.61,,"Southern Xinjiang, China",
130,gfz2025uctw,2025-10-14T03:01:49.72,-18.411,-66.837,241.7,,,GFZ,gfz2025uctw,mb,4.14,,Central Bolivia,
131,gfz2025uctd,2025-10-14T02:39:05.47,7.526,126.81,49.7,,,GFZ,gfz2025uctd,mb,5.06,,"Mindanao, Philippines",
132,gfz2025ucsm,2025-10-14T02:19:55.72,7.461,127.196,20.8,,,GFZ,gfz2025ucsm,mb,4.86,,Philippine Islands Region,
133,gfz2025ucsh,2025-10-14T02:13:59.43,50.257,18.837,1.0,,,GFZ,gfz2025ucsh,ML,3.08,,Poland,
134,gfz2025ucrv,2025-10-14T02:00:10.78,7.418,126.96,32.0,,,GFZ,gfz2025ucrv,Mw,5.67,,"Mindanao, Philippines",
135,gfz2025ucmj,2025-10-13T23:14:14.0000,-21.142,-69.114,128.8,,,GFZ,gfz2025ucmj,MLv,3.97,,Northern Chile,
136,gfz2025ucdy,2025-10-13T18:58:40.42,-32.163,-69.358,105.7,,,GFZ,gfz2025ucdy,mb,4.73,,"Mendoza Province, Argentina",
137,gfz2025ucbj,2025-10-13T17:40:06.04,50.446,156.906,46.9,,,GFZ,gfz2025ucbj,mb,4.75,,Kuril Islands,
138,gfz2025ubso,2025-10-13T13:16:39.65,47.424,15.086,5.0,,,GFZ,gfz2025ubso,ML,2.31,,Austria,
139,gfz2025ubqr,2025-10-13T12:15:51.47,-30.953,-67.203,10.0,,,GFZ,gfz2025ubqr,ML,4.47,,"San Juan Province, Argentina",
140,gfz2025ubon,2025-10-13T11:11:00.45,7.248,141.562,10.0,,,GFZ,gfz2025ubon,Mw,5.81,,"Western Caroline Islands, Micronesia",
141,gfz2025ubnx,2025-10-13T10:52:43.71,-22.023,-68.543,95.4,,,GFZ,gfz2025ubnx,mb,4.51,,Northern Chile,
142,gfz2025ubkn,2025-10-13T09:10:31.06,-10.259,161.275,94.6,,,GFZ,gfz2025ubkn,Mw,5.04,,Solomon Islands,
143,gfz2025ubjk,2025-10-13T08:35:36.27,-35.421,-179.296,10.0,,,GFZ,gfz2025ubjk,mb,5.02,,"East of North Island, New Zealand",
144,gfz2025ubgp,2025-10-13T07:10:30.42,-7.255,114.201,10.0,,,GFZ,gfz2025ubgp,mb,5.15,,Bali Sea,
145,gfz2025ubgi,2025-10-13T07:03:31.03,-23.17,-66.702,241.3,,,GFZ,gfz2025ubgi,mb,4.52,,"Jujuy Province, Argentina",
146,gfz2025ubdq,2025-10-13T05:40:30.1,22.334,94.354,102.1,,,GFZ,gfz2025ubdq,mb,4.7,,Myanmar,
147,gfz2025uaze,2025-10-13T03:25:47.86,38.656,142.424,62.6,,,GFZ,gfz2025uaze,mb,4.72,,"Near East Coast of Honshu, Japan",
148,gfz2025uaxr,2025-10-13T02:40:31.13,-58.969,-25.295,10.0,,,GFZ,gfz2025uaxr,mb,5.05,,South Sandwich Islands Region,
149,gfz2025uaxc,2025-10-13T02:23:19.06,-35.793,-178.888,10.0,,,GFZ,gfz2025uaxc,mb,4.95,,"East of North Island, New Zealand",
150,gfz2025uavh,2025-10-13T01:28:08.2,-30.652,-71.593,28.3,,,GFZ,gfz2025uavh,Mw,4.99,,Near Coast of Central Chile,
151,gfz2025uaut,2025-10-13T01:11:33.05,-30.659,-71.739,26.4,,,GFZ,gfz2025uaut,Mw,4.19,,Near Coast of Central Chile,
152,gfz2025uaur,2025-10-13T01:10:14.99,48.758,154.883,41.9,,,GFZ,gfz2025uaur,mb,5.54,,Kuril Islands,
153,gfz2025uaus,2025-10-13T01:09:46.69,51.158,157.944,60.9,,,GFZ,gfz2025uaus,mb,5.09,,Near East Coast of Kamchatka,
154,gfz2025uaqt,2025-10-12T23:11:21.01,34.615,23.49,10.0,,,GFZ,gfz2025uaqt,mb,4.2,,"Crete, Greece",
155,gfz2025uaqn,2025-10-12T23:03:39.28,-7.222,120.401,576.1,,,GFZ,gfz2025uaqn,mb,4.38,,Flores Sea,
156,gfz2025uapl,2025-10-12T22:30:32.84,-9.194,124.048,62.2,,,GFZ,gfz2025uapl,mb,4.58,,Timor Region,
157,gfz2025uaos,2025-10-12T22:08:59.77,-4.738,122.649,10.0,,,GFZ,gfz2025uaos,mb,4.78,,"Sulawesi, Indonesia",
158,gfz2025uaok,2025-10-12T21:59:54.83,64.537,-17.732,10.0,,,GFZ,gfz2025uaok,mb,4.34,,Iceland,
159,gfz2025uair,2025-10-12T19:06:16.52,57.761,-32.589,10.0,,,GFZ,gfz2025uair,mb,4.56,,Reykjanes Ridge,
160,gfz2025uahk,2025-10-12T18:27:49.71,56.996,-33.813,10.0,,,GFZ,gfz2025uahk,mb,4.52,,Reykjanes Ridge,
161,gfz2025uagw,2025-10-12T18:10:59.3,52.392,159.76,59.3,,,GFZ,gfz2025uagw,mb,4.83,,Off East Coast of Kamchatka,
162,gfz2025uaes,2025-10-12T17:05:59.75,10.934,123.962,10.0,,,GFZ,gfz2025uaes,Mw,5.77,,"Cebu, Philippines",
163,gfz2025uaec,2025-10-12T16:47:32.82,34.582,23.592,42.5,,,GFZ,gfz2025uaec,mb,4.47,,"Crete, Greece",
164,gfz2025uady,2025-10-12T16:42:39.37,-32.683,-69.865,98.6,,,GFZ,gfz2025uady,mb,4.43,,"Mendoza Province, Argentina",
165,gfz2025tzmp,2025-10-12T07:56:36.55,53.086,161.336,10.0,,,GFZ,gfz2025tzmp,mb,4.94,,Off East Coast of Kamchatka,
166,gfz2025tzmk,2025-10-12T07:50:54.59,51.619,16.24,1.0,,,GFZ,gfz2025tzmk,ML,3.26,,Poland,
167,gfz2025tzll,2025-10-12T07:21:44.44,30.52,103.155,10.0,,,GFZ,gfz2025tzll,mb,4.78,,"Sichuan, China",
168,gfz2025tzkq,2025-10-12T06:56:46.67,8.697,126.885,70.0,,,GFZ,gfz2025tzkq,mb,4.7,,"Mindanao, Philippines",
169,gfz2025tzjb,2025-10-12T06:09:00.73,32.374,-100.887,10.0,,,GFZ,gfz2025tzjb,mb,4.74,,Western Texas,
170,gfz2025tzee,2025-10-12T03:41:00.74,37.049,28.673,10.0,,,GFZ,gfz2025tzee,mb,4.19,,Türkiye,
171,gfz2025tzdg,2025-10-12T03:13:12.84,75.991,8.004,10.0,,,GFZ,gfz2025tzdg,mb,4.72,,Greenland Sea,
172,gfz2025tzcv,2025-10-12T03:00:35.57,-2.718,139.073,31.2,,,GFZ,gfz2025tzcv,Mw,5.12,,Near North Coast of West Papua,
173,gfz2025tzbs,2025-10-12T02:26:21.31,17.189,-94.625,132.9,,,GFZ,gfz2025tzbs,mb,4.75,,"Chiapas, Mexico",
174,gfz2025tyzr,2025-10-12T01:25:38.07,7.089,126.803,67.1,,,GFZ,gfz2025tyzr,mb,4.68,,"Mindanao, Philippines",
175,gfz2025tywu,2025-10-11T23:57:04.95,13.83,39.953,10.0,,,GFZ,gfz2025tywu,mb,4.5,,Ethiopia,
176,gfz2025tywq,2025-10-11T23:52:30.07,-5.19,-80.566,39.8,,,GFZ,gfz2025tywq,mb,4.4,,Near Coast of Northern Peru,
177,gfz2025tyvp,2025-10-11T23:20:57.67,12.621,144.437,42.2,,,GFZ,gfz2025tyvp,mb,4.78,,South of Mariana Islands,
178,gfz2025tysh,2025-10-11T21:41:29.09,13.907,39.819,10.0,,,GFZ,gfz2025tysh,mb,4.72,,Ethiopia,
179,gfz2025tyrq,2025-10-11T21:23:13.38,13.882,39.822,10.0,,,GFZ,gfz2025tyrq,mb,4.65,,Ethiopia,
180,gfz2025tynz,2025-10-11T19:30:00.23,13.833,39.827,10.0,,,GFZ,gfz2025tynz,mb,4.88,,Ethiopia,
181,gfz2025tyny,2025-10-11T19:29:07.41,56.626,-34.244,10.0,,,GFZ,gfz2025tyny,Mw,4.73,,Reykjanes Ridge,
182,gfz2025tynx,2025-10-11T19:28:32.19,7.518,126.713,56.3,,,GFZ,gfz2025tynx,mb,4.98,,"Mindanao, Philippines",
183,gfz2025tyne,2025-10-11T19:05:36.71,-60.372,-61.377,10.0,,,GFZ,gfz2025tyne,mb,4.88,,Drake Passage,
184,gfz2025tymg,2025-10-11T18:38:21.82,13.872,39.827,10.0,,,GFZ,gfz2025tymg,Mw,4.74,,Ethiopia,
