,#EventID,Time,Latitude,Longitude,Depth/km,Author,Catalog,Contributor,ContributorID,MagType,Magnitude,MagAuthor,EventLocationName,EventType
444,gfz2025tdze,2025-09-30T13:18:04.79,-2.521,139.092,10.0,,,GFZ,gfz2025tdze,mb,4.65,,Near North Coast of West Papua,
445,gfz2025tdst,2025-09-30T10:03:12.41,37.017,21.624,22.9,,,GFZ,gfz2025tdst,mb,4.38,,Southern Greece,
446,gfz2025tdsp,2025-09-30T09:58:55.15,51.345,15.955,1.0,,,GFZ,gfz2025tdsp,ML,2.56,,Poland,
447,gfz2025tdpl,2025-09-30T08:23:49.53,50.539,14.622,1.0,,,GFZ,gfz2025tdpl,MLv,1.92,,Czech and Slovak Republics,
448,gfz2025tdjg,2025-09-30T05:16:01.9,52.895,161.069,30.0,,,GFZ,gfz2025tdjg,mb,4.9,,Off East Coast of Kamchatka,
449,gfz2025tdae,2025-09-30T00:40:05.36,24.67,94.731,100.0,,,GFZ,gfz2025tdae,mb,5.02,,Myanmar-India Border Region,
450,gfz2025tcwm,2025-09-29T22:48:58.12,-5.182,151.848,97.4,,,GFZ,gfz2025tcwm,mb,5.03,,"New Britain Region, Papua New Guinea",
451,gfz2025tcvc,2025-09-29T22:07:24.32,52.947,159.73,39.0,,,GFZ,gfz2025tcvc,Mw,5.51,,Off East Coast of Kamchatka,
452,gfz2025tchq,2025-09-29T15:19:03.57,-5.984,146.49,103.7,,,GFZ,gfz2025tchq,mb,4.81,,Papua New Guinea Region,
453,gfz2025tcdg,2025-09-29T13:05:22.91,52.437,159.599,61.4,,,GFZ,gfz2025tcdg,mb,4.74,,Off East Coast of Kamchatka,
454,gfz2025tcbu,2025-09-29T12:21:54.91,-13.576,167.307,203.4,,,GFZ,gfz2025tcbu,mb,4.68,,Vanuatu Islands,
455,gfz2025tbxj,2025-09-29T10:06:43.86,-28.95,-70.298,133.5,,,GFZ,gfz2025tbxj,mb,4.16,,Central Chile,
456,gfz2025tbus,2025-09-29T08:46:41.83,52.951,159.514,61.3,,,GFZ,gfz2025tbus,mb,5.1,,Off East Coast of Kamchatka,
457,gfz2025tbpd,2025-09-29T05:57:41.66,-21.15,-172.947,10.0,,,GFZ,gfz2025tbpd,mb,5.07,,Tonga Islands Region,
458,gfz2025tboq,2025-09-29T05:42:35.06,9.165,-83.861,10.0,,,GFZ,gfz2025tboq,mb,4.6,,Costa Rica,
459,gfz2025tblz,2025-09-29T04:22:30.78,-32.074,-68.443,122.8,,,GFZ,gfz2025tblz,mb,4.09,,"Mendoza Province, Argentina",
460,gfz2025tbjh,2025-09-29T03:00:15.63,6.013,125.924,123.8,,,GFZ,gfz2025tbjh,mb,4.78,,"Mindanao, Philippines",
461,gfz2025tbhg,2025-09-29T01:58:41.99,-23.034,-68.453,175.4,,,GFZ,gfz2025tbhg,Mw,4.07,,Northern Chile,
462,gfz2025tbfp,2025-09-29T01:08:47.2,53.606,160.377,48.6,,,GFZ,gfz2025tbfp,mb,5.05,,Near East Coast of Kamchatka,
463,gfz2025tbaz,2025-09-28T22:48:30.87,39.218,28.918,10.0,,,GFZ,gfz2025tbaz,Mw,4.44,,Türkiye,
464,gfz2025taye,2025-09-28T21:23:51.71,24.335,123.315,58.5,,,GFZ,gfz2025taye,mb,4.82,,"Southwestern Ryukyu Islands, Japan",
465,gfz2025taxe,2025-09-28T20:53:18.14,-19.532,-69.744,13.5,,,GFZ,gfz2025taxe,Mw,4.43,,Northern Chile,
466,gfz2025tasv,2025-09-28T18:41:22.42,-11.563,166.398,53.4,,,GFZ,gfz2025tasv,Mw,5.2,,Santa Cruz Islands,
467,gfz2025taqe,2025-09-28T17:21:19.13,-2.371,139.534,10.0,,,GFZ,gfz2025taqe,mb,4.62,,Near North Coast of West Papua,
468,gfz2025tala,2025-09-28T14:45:54.45,-17.96,-178.433,606.1,,,GFZ,gfz2025tala,mb,4.59,,Fiji Islands Region,
469,gfz2025takj,2025-09-28T14:25:14.82,53.184,160.587,10.0,,,GFZ,gfz2025takj,mb,5.15,,Near East Coast of Kamchatka,
470,gfz2025tabp,2025-09-28T09:59:17.05,39.282,28.946,10.0,,,GFZ,gfz2025tabp,Mw,5.23,,Türkiye,
471,gfz2025szzk,2025-09-28T08:52:59.04,-23.915,178.955,545.9,,,GFZ,gfz2025szzk,Mw,5.42,,South of Fiji Islands,
472,gfz2025szso,2025-09-28T05:25:42.45,-21.211,-68.567,107.7,,,GFZ,gfz2025szso,Mw,4.3,,Chile-Bolivia Border Region,
473,gfz2025szna,2025-09-28T02:37:16.03,49.924,155.893,10.0,,,GFZ,gfz2025szna,mb,4.84,,Kuril Islands,
474,gfz2025szmy,2025-09-28T02:35:27.18,-29.118,-71.078,48.9,,,GFZ,gfz2025szmy,Mw,4.1,,Near Coast of Central Chile,
475,gfz2025szla,2025-09-28T01:36:38.41,37.696,144.173,10.0,,,GFZ,gfz2025szla,mb,4.74,,"Off East Coast of Honshu, Japan",
476,gfz2025szem,2025-09-27T22:17:57.17,-41.204,-91.342,10.0,,,GFZ,gfz2025szem,Mw,4.76,,Southeast of Easter Island,
477,gfz2025szeh,2025-09-27T22:12:49.44,43.602,-127.354,10.0,,,GFZ,gfz2025szeh,Mw,5.02,,Off Coast of Oregon,
478,gfz2025szat,2025-09-27T20:25:02.44,35.088,104.749,10.0,,,GFZ,gfz2025szat,mb,4.24,,"Gansu, China",
479,gfz2025syod,2025-09-27T14:02:47.24,-7.504,128.231,150.2,,,GFZ,gfz2025syod,mb,4.72,,Banda Sea,
480,gfz2025synh,2025-09-27T13:37:19.01,37.79,144.142,10.0,,,GFZ,gfz2025synh,mb,4.8,,"Off East Coast of Honshu, Japan",
481,gfz2025sykg,2025-09-27T12:04:48.12,36.878,53.785,10.0,,,GFZ,gfz2025sykg,mb,4.36,,Northern and Central Iran,
482,gfz2025sygy,2025-09-27T10:25:13.63,53.448,160.234,38.3,,,GFZ,gfz2025sygy,mb,4.98,,Near East Coast of Kamchatka,
483,gfz2025syfu,2025-09-27T09:49:30.34,-19.568,168.936,145.1,,,GFZ,gfz2025syfu,mb,4.85,,Vanuatu Islands,
484,gfz2025syel,2025-09-27T09:08:54.62,-2.968,129.419,10.0,,,GFZ,gfz2025syel,mb,5.11,,"Seram, Indonesia",
485,gfz2025syde,2025-09-27T08:30:22.82,-6.795,132.451,10.0,,,GFZ,gfz2025syde,mb,4.72,,"Tanimbar Islands Region, Indonesia",
486,gfz2025sycn,2025-09-27T08:10:49.57,-13.687,166.858,42.3,,,GFZ,gfz2025sycn,Mw,5.47,,Vanuatu Islands,
487,gfz2025sybt,2025-09-27T07:47:32.68,-21.116,-68.699,108.5,,,GFZ,gfz2025sybt,mb,4.45,,Chile-Bolivia Border Region,
488,gfz2025syba,2025-09-27T07:25:02.42,49.407,157.664,10.0,,,GFZ,gfz2025syba,mb,5.15,,East of Kuril Islands,
489,gfz2025sxuj,2025-09-27T04:03:44.43,-3.027,129.602,10.0,,,GFZ,gfz2025sxuj,mb,4.62,,"Seram, Indonesia",
490,gfz2025sxui,2025-09-27T04:02:13.71,51.564,158.8,34.8,,,GFZ,gfz2025sxui,mb,4.83,,Near East Coast of Kamchatka,
491,gfz2025sxri,2025-09-27T02:31:36.94,-20.659,-178.601,599.0,,,GFZ,gfz2025sxri,mb,4.7,,Fiji Islands Region,
492,gfz2025sxjh,2025-09-26T22:28:24.78,35.096,104.765,10.0,,,GFZ,gfz2025sxjh,mb,4.4,,"Gansu, China",
493,gfz2025sxia,2025-09-26T21:49:59.1,34.896,104.616,10.0,,,GFZ,gfz2025sxia,Mw,5.28,,"Gansu, China",
494,gfz2025sxdl,2025-09-26T19:29:25.36,53.103,160.007,61.5,,,GFZ,gfz2025sxdl,mb,5.21,,Near East Coast of Kamchatka,
495,gfz2025swwv,2025-09-26T16:09:40.09,84.841,7.27,10.0,,,GFZ,gfz2025swwv,Mw,4.77,,North of Svalbard,
496,gfz2025swoi,2025-09-26T11:52:44.38,79.492,-17.725,10.0,,,GFZ,gfz2025swoi,Mw,4.74,,Eastern Greenland,
497,gfz2025swef,2025-09-26T06:45:30.8,43.42,-127.654,10.0,,,GFZ,gfz2025swef,Mw,5.9,,Off Coast of Oregon,
498,gfz2025swdu,2025-09-26T06:32:34.73,-15.167,-173.505,10.0,,,GFZ,gfz2025swdu,mb,5.06,,Tonga Islands,
499,gfz2025svxi,2025-09-26T03:17:25.2,36.47,71.054,192.2,,,GFZ,gfz2025svxi,mb,4.62,,Afghanistan-Tajikistan Border Region,
500,gfz2025svwm,2025-09-26T02:51:09.04,51.865,158.79,36.6,,,GFZ,gfz2025svwm,mb,4.89,,Near East Coast of Kamchatka,
501,gfz2025svwb,2025-09-26T02:39:08.87,-15.17,-73.338,77.4,,,GFZ,gfz2025svwb,mb,4.76,,Southern Peru,
502,gfz2025svrn,2025-09-26T00:21:31.3,6.74,-72.972,169.3,,,GFZ,gfz2025svrn,mb,4.7,,Northern Colombia,
503,gfz2025svpp,2025-09-25T23:22:45.9,51.761,158.882,53.6,,,GFZ,gfz2025svpp,mb,5.09,,Near East Coast of Kamchatka,
504,gfz2025svpl,2025-09-25T23:16:51.32,-20.123,169.083,36.0,,,GFZ,gfz2025svpl,Mw,5.38,,Vanuatu Islands,
505,gfz2025svpa,2025-09-25T23:06:00.15,51.686,159.188,31.0,,,GFZ,gfz2025svpa,mb,5.04,,Off East Coast of Kamchatka,
506,gfz2025svlc,2025-09-25T21:06:49.49,-23.192,-67.888,151.8,,,GFZ,gfz2025svlc,Mw,4.22,,Chile-Argentina Border Region,
507,gfz2025svkt,2025-09-25T20:56:19.68,51.545,16.065,10.0,,,GFZ,gfz2025svkt,M,3.05,,Poland,
508,gfz2025svjc,2025-09-25T20:05:30.47,53.168,157.433,10.0,,,GFZ,gfz2025svjc,mb,4.92,,"Kamchatka Peninsula, Russia",
509,gfz2025svfi,2025-09-25T18:11:42.79,-19.429,-69.031,92.1,,,GFZ,gfz2025svfi,Mw,5.36,,Northern Chile,
510,gfz2025svfa,2025-09-25T18:02:47.84,51.62,159.408,32.1,,,GFZ,gfz2025svfa,mb,5.12,,Off East Coast of Kamchatka,
511,gfz2025svey,2025-09-25T17:59:37.27,-47.461,-13.351,10.0,,,GFZ,gfz2025svey,mb,5.31,,Southern Mid-Atlantic Ridge,
512,gfz2025svda,2025-09-25T17:02:11.08,-47.41,-13.444,10.0,,,GFZ,gfz2025svda,Mw,4.92,,Southern Mid-Atlantic Ridge,
513,gfz2025svad,2025-09-25T15:34:18.38,53.097,160.496,34.7,,,GFZ,gfz2025svad,mb,4.96,,Near East Coast of Kamchatka,
514,gfz2025suqw,2025-09-25T10:52:39.28,17.902,-105.793,10.0,,,GFZ,gfz2025suqw,mb,4.44,,"Off Coast of Jalisco, Mexico",
515,gfz2025supv,2025-09-25T10:21:23.37,18.092,-105.776,10.0,,,GFZ,gfz2025supv,Mw,5.12,,"Off Coast of Jalisco, Mexico",
516,gfz2025supu,2025-09-25T10:20:08.67,-29.143,-71.217,25.9,,,GFZ,gfz2025supu,mb,4.32,,Near Coast of Central Chile,
517,gfz2025supr,2025-09-25T10:16:26.62,17.932,-105.747,10.0,,,GFZ,gfz2025supr,Mw,5.74,,"Off Coast of Jalisco, Mexico",
518,gfz2025supc,2025-09-25T09:59:51.91,52.223,159.963,28.0,,,GFZ,gfz2025supc,Mw,5.2,,Off East Coast of Kamchatka,
519,gfz2025suod,2025-09-25T09:30:17.86,52.863,160.698,42.3,,,GFZ,gfz2025suod,mb,4.93,,Off East Coast of Kamchatka,
520,gfz2025sunh,2025-09-25T09:04:13.19,-7.968,114.562,10.0,,,GFZ,gfz2025sunh,Mw,5.24,,Bali Sea,
521,gfz2025sumy,2025-09-25T08:53:38.95,-9.804,154.888,10.0,,,GFZ,gfz2025sumy,Mw,5.12,,D'Entrecasteaux Islands Region,
522,gfz2025suja,2025-09-25T06:55:38.87,9.775,-70.803,13.6,,,GFZ,gfz2025suja,Mw,5.28,,Venezuela,
523,gfz2025sudb,2025-09-25T03:54:24.86,-9.738,154.764,10.0,,,GFZ,gfz2025sudb,Mw,4.96,,D'Entrecasteaux Islands Region,
524,gfz2025sucy,2025-09-25T03:51:39.44,9.798,-70.779,10.0,,,GFZ,gfz2025sucy,Mw,6.29,,Venezuela,
525,gfz2025suar,2025-09-25T02:42:38.84,9.745,-70.708,11.6,,,GFZ,gfz2025suar,Mw,4.84,,Venezuela,
526,gfz2025stsc,2025-09-24T22:21:56.17,9.796,-70.868,10.0,,,GFZ,gfz2025stsc,Mw,6.2,,Venezuela,
527,gfz2025strw,2025-09-24T22:15:53.1,52.989,161.374,10.0,,,GFZ,gfz2025strw,mb,4.82,,Off East Coast of Kamchatka,
528,gfz2025stjo,2025-09-24T18:03:16.84,38.92,142.144,54.5,,,GFZ,gfz2025stjo,Mw,4.17,,"Near East Coast of Honshu, Japan",
529,gfz2025stdh,2025-09-24T14:53:16.14,-4.202,142.367,104.1,,,GFZ,gfz2025stdh,Mw,5.01,,"New Guinea, Papua New Guinea",
530,gfz2025stat,2025-09-24T13:36:28.38,-57.94,-25.417,49.2,,,GFZ,gfz2025stat,mb,5.29,,South Sandwich Islands Region,
531,gfz2025sszm,2025-09-24T12:58:21.99,2.085,96.67,20.0,,,GFZ,gfz2025sszm,mb,4.68,,"Northern Sumatra, Indonesia",
532,gfz2025sswr,2025-09-24T11:32:24.39,-26.877,-71.636,10.0,,,GFZ,gfz2025sswr,ML,3.96,,Off Coast of Northern Chile,
533,gfz2025sstl,2025-09-24T09:55:10.32,37.508,68.926,128.6,,,GFZ,gfz2025sstl,mb,4.0,,Afghanistan-Tajikistan Border Region,
534,gfz2025ssrb,2025-09-24T08:42:39.57,52.072,158.274,55.9,,,GFZ,gfz2025ssrb,mb,4.89,,Near East Coast of Kamchatka,
535,gfz2025ssoa,2025-09-24T07:09:52.75,-41.302,-87.379,10.0,,,GFZ,gfz2025ssoa,mb,4.8,,West Chile Rise,
536,gfz2025ssnv,2025-09-24T07:04:58.74,56.424,-157.006,10.0,,,GFZ,gfz2025ssnv,mb,5.08,,Alaska Peninsula,
537,gfz2025ssmd,2025-09-24T06:13:32.41,51.431,159.681,10.0,,,GFZ,gfz2025ssmd,mb,5.0,,Off East Coast of Kamchatka,
538,gfz2025ssjx,2025-09-24T05:06:21.52,-22.061,-68.989,110.2,,,GFZ,gfz2025ssjx,mb,5.14,,Northern Chile,
539,gfz2025ssjp,2025-09-24T04:56:58.73,-23.852,-69.036,105.0,,,GFZ,gfz2025ssjp,Mw,5.21,,Northern Chile,
540,gfz2025ssfi,2025-09-24T02:47:29.86,-33.2,-73.115,10.0,,,GFZ,gfz2025ssfi,mb,4.14,,Off Coast of Central Chile,
541,gfz2025srwu,2025-09-23T22:27:49.83,39.167,28.209,10.0,,,GFZ,gfz2025srwu,Mw,4.5,,Türkiye,
542,gfz2025srvp,2025-09-23T21:52:16.59,12.007,-89.242,10.0,,,GFZ,gfz2025srvp,Mw,4.87,,Off Coast of Central America,
543,gfz2025srub,2025-09-23T21:05:27.86,-15.609,-75.174,10.0,,,GFZ,gfz2025srub,mb,4.82,,Near Coast of Peru,
544,gfz2025srtc,2025-09-23T20:35:03.12,51.518,158.827,24.0,,,GFZ,gfz2025srtc,mb,4.85,,Near East Coast of Kamchatka,
545,gfz2025srru,2025-09-23T19:57:07.62,-18.337,-175.966,334.6,,,GFZ,gfz2025srru,mb,4.7,,Tonga Islands,
546,gfz2025srrs,2025-09-23T19:54:42.74,-9.496,119.596,68.0,,,GFZ,gfz2025srrs,mb,5.03,,"Sumba Region, Indonesia",
547,gfz2025srng,2025-09-23T17:39:21.36,-15.673,-75.052,10.0,,,GFZ,gfz2025srng,Mw,5.52,,Near Coast of Peru,
548,gfz2025srmv,2025-09-23T17:26:40.55,52.024,158.327,57.1,,,GFZ,gfz2025srmv,mb,4.77,,Near East Coast of Kamchatka,
549,gfz2025srmm,2025-09-23T17:15:20.49,53.088,159.649,54.0,,,GFZ,gfz2025srmm,mb,4.94,,Near East Coast of Kamchatka,
550,gfz2025srmg,2025-09-23T17:08:13.96,28.887,128.727,132.8,,,GFZ,gfz2025srmg,mb,4.76,,"Ryukyu Islands, Japan",
551,gfz2025srmf,2025-09-23T17:08:11.5,-6.422,128.389,356.9,,,GFZ,gfz2025srmf,mb,4.95,,Banda Sea,
552,gfz2025srkp,2025-09-23T16:18:09.77,51.584,159.386,45.7,,,GFZ,gfz2025srkp,mb,4.79,,Off East Coast of Kamchatka,
553,gfz2025srjz,2025-09-23T16:00:29.73,51.74,158.71,45.3,,,GFZ,gfz2025srjz,mb,4.89,,Near East Coast of Kamchatka,
554,gfz2025srju,2025-09-23T15:54:09.32,51.598,159.261,47.7,,,GFZ,gfz2025srju,mb,4.86,,Off East Coast of Kamchatka,
555,gfz2025srdn,2025-09-23T12:44:31.17,-31.736,-177.5,47.5,,,GFZ,gfz2025srdn,Mw,5.19,,Kermadec Islands Region,
556,gfz2025sqzu,2025-09-23T10:50:37.5,34.533,70.664,30.4,,,GFZ,gfz2025sqzu,mb,4.87,,Southeastern Afghanistan,
557,gfz2025sqrb,2025-09-23T06:26:31.54,-22.165,-67.373,178.7,,,GFZ,gfz2025sqrb,mb,4.42,,Chile-Bolivia Border Region,
558,gfz2025sqra,2025-09-23T06:25:28.96,38.402,-30.942,10.0,,,GFZ,gfz2025sqra,Mw,5.08,,"Azores Islands, Portugal",
559,gfz2025sqqv,2025-09-23T06:19:42.64,52.793,160.105,10.0,,,GFZ,gfz2025sqqv,mb,5.07,,Off East Coast of Kamchatka,
560,gfz2025sqlm,2025-09-23T03:36:49.31,-40.063,-74.84,10.0,,,GFZ,gfz2025sqlm,Mw,5.18,,Off Coast of Southern Chile,
561,gfz2025sqgz,2025-09-23T01:20:37.04,2.817,95.268,10.0,,,GFZ,gfz2025sqgz,Mw,4.76,,Off West Coast of Northern Sumatra,
562,gfz2025spxm,2025-09-22T20:32:57.92,19.052,121.234,10.0,,,GFZ,gfz2025spxm,mb,4.7,,Philippine Islands Region,
563,gfz2025spvu,2025-09-22T19:41:13.11,51.953,158.463,52.8,,,GFZ,gfz2025spvu,mb,5.06,,Near East Coast of Kamchatka,
564,gfz2025spuq,2025-09-22T19:06:28.9,51.91,158.926,10.0,,,GFZ,gfz2025spuq,mb,4.89,,Near East Coast of Kamchatka,
565,gfz2025spua,2025-09-22T18:46:39.9,-15.574,-75.013,10.0,,,GFZ,gfz2025spua,mb,5.09,,Near Coast of Peru,
566,gfz2025sptz,2025-09-22T18:46:33.32,51.658,159.264,25.3,,,GFZ,gfz2025sptz,Mw,5.32,,Off East Coast of Kamchatka,
567,gfz2025sptm,2025-09-22T18:31:53.49,-6.033,130.742,118.0,,,GFZ,gfz2025sptm,mb,5.17,,Banda Sea,
568,gfz2025sptb,2025-09-22T18:18:56.6,51.585,159.332,24.9,,,GFZ,gfz2025sptb,Mw,5.62,,Off East Coast of Kamchatka,
569,gfz2025spse,2025-09-22T17:51:54.73,52.001,158.387,56.8,,,GFZ,gfz2025spse,mb,4.85,,Near East Coast of Kamchatka,
570,gfz2025spqx,2025-09-22T17:13:42.74,51.564,159.318,24.5,,,GFZ,gfz2025spqx,Mw,5.24,,Off East Coast of Kamchatka,
571,gfz2025sppo,2025-09-22T16:32:11.67,51.598,159.35,28.1,,,GFZ,gfz2025sppo,Mw,5.19,,Off East Coast of Kamchatka,
572,gfz2025sppl,2025-09-22T16:28:57.36,51.627,159.283,27.6,,,GFZ,gfz2025sppl,Mw,5.42,,Off East Coast of Kamchatka,
573,gfz2025spon,2025-09-22T16:01:11.6,-29.287,-71.506,10.0,,,GFZ,gfz2025spon,mb,4.78,,Near Coast of Central Chile,
574,gfz2025spof,2025-09-22T15:51:40.41,-37.873,176.451,196.3,,,GFZ,gfz2025spof,mb,4.72,,"North Island, New Zealand",
575,gfz2025spli,2025-09-22T14:24:12.14,18.877,-106.194,10.0,,,GFZ,gfz2025spli,mb,5.2,,"Off Coast of Jalisco, Mexico",
576,gfz2025spgl,2025-09-22T11:56:39.26,10.886,-86.456,50.2,,,GFZ,gfz2025spgl,mb,4.7,,Off Coast of Costa Rica,
577,gfz2025spfp,2025-09-22T11:30:26.32,-15.7,-69.345,249.1,,,GFZ,gfz2025spfp,mb,4.7,,Peru-Bolivia Border Region,
578,gfz2025spas,2025-09-22T09:02:44.63,39.181,28.099,10.0,,,GFZ,gfz2025spas,Mw,4.43,,Türkiye,
579,gfz2025spac,2025-09-22T08:43:49.04,53.498,159.656,10.0,,,GFZ,gfz2025spac,mb,4.92,,Near East Coast of Kamchatka,
580,gfz2025soyv,2025-09-22T08:05:30.4,52.099,158.246,10.0,,,GFZ,gfz2025soyv,mb,4.96,,Near East Coast of Kamchatka,
581,gfz2025soyn,2025-09-22T07:55:55.1,51.883,158.825,54.7,,,GFZ,gfz2025soyn,mb,5.01,,Near East Coast of Kamchatka,
582,gfz2025sowg,2025-09-22T06:47:13.51,-6.637,129.861,117.7,,,GFZ,gfz2025sowg,mb,4.57,,Banda Sea,
583,gfz2025souf,2025-09-22T05:46:06.79,-22.415,170.412,10.0,,,GFZ,gfz2025souf,mb,4.95,,Southeast of Loyalty Islands,
584,gfz2025sors,2025-09-22T04:29:27.04,52.392,159.763,62.4,,,GFZ,gfz2025sors,mb,4.94,,Off East Coast of Kamchatka,
585,gfz2025soqt,2025-09-22T03:59:07.61,12.063,142.238,10.0,,,GFZ,gfz2025soqt,mb,5.07,,South of Mariana Islands,
586,gfz2025sopc,2025-09-22T03:10:43.17,31.723,110.79,10.0,,,GFZ,gfz2025sopc,mb,4.75,,Southeastern China,
587,gfz2025sooh,2025-09-22T02:45:44.94,-15.687,-70.565,201.8,,,GFZ,gfz2025sooh,mb,4.32,,Southern Peru,
588,gfz2025soll,2025-09-22T01:20:02.22,40.339,24.14,10.0,,,GFZ,gfz2025soll,mb,4.8,,Aegean Sea,
589,gfz2025soeu,2025-09-21T21:54:25.95,51.353,158.575,10.0,,,GFZ,gfz2025soeu,mb,4.93,,Near East Coast of Kamchatka,
590,gfz2025sodb,2025-09-21T21:05:49.06,39.208,28.211,10.0,,,GFZ,gfz2025sodb,mb,4.77,,Türkiye,
591,gfz2025sobm,2025-09-21T20:17:59.51,6.63,-76.383,10.0,,,GFZ,gfz2025sobm,mb,5.1,,Northern Colombia,
592,gfz2025snzp,2025-09-21T19:20:14.24,23.708,120.995,25.4,,,GFZ,gfz2025snzp,mb,4.81,,Taiwan,
593,gfz2025snvo,2025-09-21T17:21:51.55,-15.754,-70.057,209.6,,,GFZ,gfz2025snvo,mb,4.38,,Southern Peru,
594,gfz2025snuy,2025-09-21T16:59:27.91,29.655,-42.694,10.0,,,GFZ,gfz2025snuy,Mw,4.91,,Northern Mid-Atlantic Ridge,
595,gfz2025snsv,2025-09-21T15:54:59.42,66.044,-37.933,10.0,,,GFZ,gfz2025snsv,mb,4.91,,Eastern Greenland,
596,gfz2025snsh,2025-09-21T15:38:47.1,52.617,161.102,10.0,,,GFZ,gfz2025snsh,mb,4.94,,Off East Coast of Kamchatka,
597,gfz2025snrq,2025-09-21T15:19:14.2,83.826,113.066,10.0,,,GFZ,gfz2025snrq,mb,4.97,,North of Severnaya Zemlya,
598,gfz2025snrk,2025-09-21T15:12:34.64,-17.529,-70.12,136.5,,,GFZ,gfz2025snrk,mb,4.61,,Near Coast of Peru,
599,gfz2025snqi,2025-09-21T14:39:53.47,52.591,160.936,10.0,,,GFZ,gfz2025snqi,mb,4.78,,Off East Coast of Kamchatka,
600,gfz2025snnz,2025-09-21T13:28:46.12,65.953,-37.648,10.0,,,GFZ,gfz2025snnz,mb,4.8,,Eastern Greenland,
601,gfz2025snid,2025-09-21T10:30:56.04,2.905,95.455,21.6,,,GFZ,gfz2025snid,mb,4.42,,Off West Coast of Northern Sumatra,
602,gfz2025sngd,2025-09-21T09:30:29.33,51.366,-178.108,36.8,,,GFZ,gfz2025sngd,Mw,5.5,,"Andreanof Islands, Aleutian Islands",
603,gfz2025snfk,2025-09-21T09:08:58.15,-31.998,-66.869,134.2,,,GFZ,gfz2025snfk,mb,4.71,,"La Rioja Province, Argentina",
604,gfz2025snds,2025-09-21T08:17:26.11,53.106,159.853,46.4,,,GFZ,gfz2025snds,mb,4.96,,Near East Coast of Kamchatka,
605,gfz2025snci,2025-09-21T07:34:47.92,-13.75,122.318,10.0,,,GFZ,gfz2025snci,mb,5.02,,Northwest of Australia,
606,gfz2025snbq,2025-09-21T07:14:23.92,53.323,160.834,15.8,,,GFZ,gfz2025snbq,mb,4.9,,Near East Coast of Kamchatka,
607,gfz2025smya,2025-09-21T05:24:50.67,83.829,113.058,10.0,,,GFZ,gfz2025smya,Mw,4.89,,North of Severnaya Zemlya,
608,gfz2025smuk,2025-09-21T03:35:09.9,52.406,160.013,33.5,,,GFZ,gfz2025smuk,mb,5.03,,Off East Coast of Kamchatka,
609,gfz2025smty,2025-09-21T03:20:53.46,52.375,160.021,23.6,,,GFZ,gfz2025smty,Mw,5.21,,Off East Coast of Kamchatka,
610,gfz2025smtb,2025-09-21T02:54:23.65,52.861,160.826,23.3,,,GFZ,gfz2025smtb,mb,4.79,,Off East Coast of Kamchatka,
611,gfz2025smpt,2025-09-21T01:13:38.16,52.955,160.877,24.1,,,GFZ,gfz2025smpt,Mw,5.57,,Off East Coast of Kamchatka,
612,gfz2025smlw,2025-09-20T23:16:23.94,39.333,29.173,10.0,,,GFZ,gfz2025smlw,Mw,4.12,,Türkiye,
613,gfz2025smht,2025-09-20T21:11:41.23,42.836,12.584,10.0,,,GFZ,gfz2025smht,mb,4.17,,Central Italy,
614,gfz2025smdg,2025-09-20T18:54:35.94,4.855,123.94,457.5,,,GFZ,gfz2025smdg,mb,4.24,,Celebes Sea,
615,gfz2025slzt,2025-09-20T17:09:19.48,53.006,159.848,45.0,,,GFZ,gfz2025slzt,mb,5.14,,Near East Coast of Kamchatka,
616,gfz2025slyu,2025-09-20T16:39:41.73,-14.996,-177.589,380.1,,,GFZ,gfz2025slyu,mb,4.69,,Fiji Islands Region,
617,gfz2025slyr,2025-09-20T16:36:38.06,52.953,160.717,10.0,,,GFZ,gfz2025slyr,mb,5.03,,Off East Coast of Kamchatka,
618,gfz2025slww,2025-09-20T15:41:48.42,-23.464,-68.479,94.5,,,GFZ,gfz2025slww,mb,4.83,,Northern Chile,
619,gfz2025slwt,2025-09-20T15:37:55.16,-15.757,-177.235,414.5,,,GFZ,gfz2025slwt,mb,4.49,,Fiji Islands Region,
620,gfz2025slwn,2025-09-20T15:31:09.53,-57.985,-24.462,10.0,,,GFZ,gfz2025slwn,mb,5.38,,South Sandwich Islands Region,
621,gfz2025slvr,2025-09-20T15:05:05.14,53.166,159.549,52.3,,,GFZ,gfz2025slvr,mb,4.86,,Near East Coast of Kamchatka,
622,gfz2025sltt,2025-09-20T14:06:44.82,-6.917,155.721,91.5,,,GFZ,gfz2025sltt,mb,5.05,,Solomon Islands,
623,gfz2025slte,2025-09-20T13:50:45.49,-17.938,-178.534,609.0,,,GFZ,gfz2025slte,mb,4.77,,Fiji Islands Region,
624,gfz2025sltf,2025-09-20T13:50:44.36,-18.053,-178.458,600.2,,,GFZ,gfz2025sltf,mb,4.82,,Fiji Islands Region,
625,gfz2025slmf,2025-09-20T10:18:24.6,51.516,159.141,29.3,,,GFZ,gfz2025slmf,mb,5.36,,Off East Coast of Kamchatka,
626,gfz2025slgy,2025-09-20T07:39:07.15,53.065,161.202,10.0,,,GFZ,gfz2025slgy,mb,5.14,,Off East Coast of Kamchatka,
627,gfz2025slgp,2025-09-20T07:28:18.01,-57.996,-25.159,45.3,,,GFZ,gfz2025slgp,Mw,5.29,,South Sandwich Islands Region,
